ref_area,indicator,source,sex,classif1,classif2,time,obs_value,obs_status,note_classif,note_indicator,note_source
TUN,EAP_DWAP_SEX_AGE_MTS_RT,BA:743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2017,,U,,,R1:3513_S3:9
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2000,26.56,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2000,34.96,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2000,25.19,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2000,11.5,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2000,40.95,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2001,27.14,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2001,35.07,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2001,25.87,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2001,12.77,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2001,43.45,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2002,27.92,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2002,36.82,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2002,26.44,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2002,12.38,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2002,42.11,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2003,26.59,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2003,34.99,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2003,25.26,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2003,11.5,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2003,41.23,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2004,23.33,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2004,33.22,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2004,21.59,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2004,9.11,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2004,40.93,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2005,23.29,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2005,33.62,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2005,21.19,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2005,35,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2005,21.27,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2005,14.06,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2006,23.59,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2006,34.37,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2006,21.38,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2006,33.3,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2006,19.9,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2006,14.01,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2007,23.61,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2007,34.42,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2007,21.56,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2007,8.08,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2007,40.6,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2008,24.48,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2008,35.31,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2008,22.44,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2008,8.59,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2008,42.87,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2009,26.03,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2009,36.18,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2009,24.28,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2009,9.02,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2009,45.8,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2010,27.61,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2010,36.59,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2010,26.39,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2010,9.24,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2010,47.81,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2011,28.81,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2011,36.46,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2011,28.11,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2011,10.05,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2011,49.06,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2012,29.5,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2012,35.77,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2012,29.35,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2012,9.42,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2012,49.51,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2013,30.76,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2013,37.87,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2013,30.48,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2013,9,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2013,50.88,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2014,30.27,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2014,38.24,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2014,30.12,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2014,8.24,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2014,48.23,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2015,31.5,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2015,40.64,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2015,31.29,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2015,7.9,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2015,48.76,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2016,32.46,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2016,41.42,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2016,32.49,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2016,7.88,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2016,50.95,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2017,33.59,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2017,43.1,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2017,33.66,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2017,7.95,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2017,50.78,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2018,34.17,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2018,43.56,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2018,34.13,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2018,8.66,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2018,51.69,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2019,34.36,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2019,45.04,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2019,33.97,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2019,7.84,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2019,50.79,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2020,30.89,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2020,39.71,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2020,30.69,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2020,7.12,,,,R1:3513
TUR,EAP_DWAP_SEX_AGE_MTS_RT,BA:622,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2020,46,,,,R1:3513
TUV,EAP_DWAP_SEX_AGE_MTS_RT,BB:14047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2016,38.34,,,,R1:3513_T2:254
TUV,EAP_DWAP_SEX_AGE_MTS_RT,BB:14047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2016,30.74,,,,R1:3513_T2:254
TUV,EAP_DWAP_SEX_AGE_MTS_RT,BB:14047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2016,47.23,,,,R1:3513_T2:254
TUV,EAP_DWAP_SEX_AGE_MTS_RT,BB:14047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2016,16.99,,,,R1:3513_T2:254
TUV,EAP_DWAP_SEX_AGE_MTS_RT,BB:14047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2016,48.74,,,,R1:3513_T2:254
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2001,84.41,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2001,73.58,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2001,92.01,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2001,67.38,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2001,88.26,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2006,87.15,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2006,74.87,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2006,93.63,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2006,75.59,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2006,91.66,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2014,80.13,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2014,69.61,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2014,85.72,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2014,77.38,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2014,70.32,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BA:1743,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2014,89.38,B,,I11:264,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BB:15895,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2012,80.06,,,,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BB:15895,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2012,65.54,,,,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BB:15895,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2012,86.61,,,,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BB:15895,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2012,75.31,,,,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BB:15895,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2012,76.09,,,,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BB:15895,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2012,90.58,,,,R1:3513
TZA,EAP_DWAP_SEX_AGE_MTS_RT,BB:15895,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2012,45.64,U,,,R1:3513
UGA,EAP_DWAP_SEX_AGE_MTS_RT,BA:13047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2017,41.42,B,,I11:264,R1:3513_S14:4077
UGA,EAP_DWAP_SEX_AGE_MTS_RT,BA:13047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2017,32.54,B,,I11:264,R1:3513_S14:4077
UGA,EAP_DWAP_SEX_AGE_MTS_RT,BA:13047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2017,45.45,B,,I11:264,R1:3513_S14:4077
UGA,EAP_DWAP_SEX_AGE_MTS_RT,BA:13047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2017,31.94,B,,I11:264,R1:3513_S14:4077
UGA,EAP_DWAP_SEX_AGE_MTS_RT,BA:13047,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2017,60.52,B,,I11:264,R1:3513_S14:4077
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2018,56.75,B,,I11:264,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2018,49.49,B,,I11:264,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2018,61.41,B,,I11:264,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2018,26.78,B,,I11:264,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2018,69.77,B,,I11:264,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2019,49.24,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2019,49.7,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2019,58.01,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2019,13.87,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2019,68.11,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2020,48.13,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2020,48.4,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2020,56.9,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2020,13.28,,,,R1:3513_S14:6032
UKR,EAP_DWAP_SEX_AGE_MTS_RT,BA:475,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2020,66.28,,,,R1:3513_S14:6032
